designation,split,y,w,aov_F,amp_snr,max_phase_gap,n_cycles_observed,n_points,loo_worst_chi2,power_ratio,fap,n_visits,n_sectors,baseline_hr,n_outliers_rejected,frac_points_stacked,phase_angle_range_deg,median_n_stack,pk_over_med,pk_prom,pk_snr
(36775) 2000 RQ101,lcdb,1,0.6,66.59205573372904,2.933228532241161,0.0023555450422477,159.38708831844417,1838.0,1.5423784838470596,1.0,1.836336035319173e-200,5,1,542.5038710170775,6,0.0,2.627231442989826,1.0,545.863013330125,21.28600445182586,498.8584469511474
(36776) 2000 RV102,lcdb,1,0.6,21.163352486919457,2.111402415536545,0.0062021745691432,50.94064247279307,862.0,1.2080198605082586,1.0,1.9519283068044143e-63,5,1,546.7421790806693,1,0.5619930475086906,3.5293555196165625,2.0,194.5775452175237,12.71275730689364,174.64467862899323
(36804) 2000 SX61,lcdb,1,0.2,28.103728360863617,2.916807389985308,0.0314355204613793,96.17109840972348,798.0,1.3011535713763844,1.0,2.528446831211199e-74,4,1,544.0756594575942,5,0.5952677459526775,6.7262384887738715,2.0,229.79129628683611,16.474169336611492,210.814015966554
(36853) 2000 SU124,lcdb,1,0.2,2.6933251976820416,1.2746584656538864,0.0303069349291034,783.6222881847746,113.0,1.4561587306361363,1.0,0.1706175668214412,11,3,1510.8808917670394,1,1.0,3.2740659868693776,23.0,13.439250043805869,1.9172520786046157,11.860951778971163
(36859) 2000 SC136,lcdb,1,0.2,7.933916242717483,1.653781852328095,0.0149207766183721,54.760904423741266,591.0,1.7796972985235224,1.0,1.9827699514613748e-23,5,2,1204.8569058728172,8,0.998330550918197,11.601244871465992,2.0,104.16101695832684,7.2483524693827075,93.60321424576564
(36865) 2000 SQ146,lcdb,0,0.4,1.7241491348242055,2.7457272623823608,0.0470637872642299,387.59408732965016,83.0,3.6706368457948098,1.0,0.1174482835869076,7,2,851.5602957102237,0,1.0,1.7014713408733757,25.0,9.865650532500364,1.4429366622304591,8.86794460363341
(36874) 2000 SF151,lcdb,0,0.4,5.770743421183169,1.3520910097777703,0.0238682601445769,1.8158721023737103,698.0,,1.0,6.982876154597028e-05,2,1,240.9332697315258,10,0.0367231638418079,4.004461366331949,1.0,21.237029173540854,1.8123269607228016,18.200135026164705
(36877) 2000 SX152,lcdb,0,0.4,4.045977102027625,1.181308133180215,0.1118110854557016,1.54799579043829,340.0,,1.0,0.2581948243599831,2,1,371.5189897051896,1,1.0,6.699130149140393,3.0,14.72423210164527,1.784229924860399,12.740707789385487
(36896) 2000 SQ171,lcdb,1,0.2,3.9499577120335583,0.8239316913428569,0.005176107776239,21.260693931669305,1036.0,1.0021216137342923,1.0,7.930077738185853e-06,4,2,1205.2551035506767,0,0.999034749034749,10.767827431040562,2.0,29.914010897684506,3.989529051081103,27.7396296976556
(36897) 2000 SB172,lcdb,1,0.2,4.798923817754377,0.7790513401961766,0.0069896638424051,231.62070746451087,961.0,1.6343916974428945,1.0,7.146055075376968e-10,6,2,805.9862809554907,0,0.6087408949011447,4.749467760991308,2.0,36.58891174164787,5.026679503769009,33.99499212979396
(36936) 2000 SF227,lcdb,1,0.2,1.66575915550396,1.801889203933252,0.0666939473363138,13.72172533899482,123.0,,1.0,0.0187497654738937,2,1,89.25898395798868,0,1.0,0.0923538853444725,3.0,17.369199723581755,1.5779539385705867,15.75867442509738
(36944) 2000 SD249,lcdb,1,0.2,12.007921135372191,2.4006273002013834,0.0229568364016878,74.80623288677384,603.0,1.4783991277703732,1.0,8.421752549386121e-33,3,1,455.92393901757896,4,1.0,5.449338978304114,3.0,125.54983584740236,13.898272481458644,125.37851015331368
(36985) 2000 SH349,lcdb,0,0.4,4.552314558624414,0.656002769873104,0.0060287733430153,101.7037330567768,1146.0,2.3236174106612753,1.0,0.4958338704511276,14,4,11096.563530490968,13,1.0,19.391387499502645,3.0,16.934623560459052,2.2180994302743406,15.3797147444964
(37021) 2000 UB1,lcdb,1,0.6,26.00208595433084,1.86536218141948,0.0087203005515602,98.8696908926036,1363.0,1.4965034336342116,1.0,9.17662269887821e-38,6,2,1204.0052113872953,19,0.3183791606367583,11.900258562131366,1.0,142.7866223466027,17.87374448369204,143.367273919785
(37023) 2000 UD2,lcdb,1,0.6,25.703298836250426,1.7012640443548936,0.0064931268500189,223.8819515615895,1547.0,1.7939821697230751,1.0,2.2008336438306674e-50,10,2,1218.1329248790862,13,0.4833333333333333,11.253675852620487,1.0,194.76683741751313,12.964815955351993,174.60394459599044
(37031) 2000 UD8,lcdb,1,0.2,2.7243558295221955,0.9488623631688452,0.0176266907846373,116.0386695977448,399.0,1.6493789064178224,1.0,0.9407673828971218,8,3,1783.7256665246096,8,1.0,13.720814703529571,6.0,13.915361274475964,2.14906487108975,12.806436157804708
(37033) 2000 UX8,lcdb,1,0.6,140.7599049238532,5.228367187442788,0.0062530363170006,73.28016091893949,1190.0,1.6769707985499689,1.0,1.5673372303233862e-265,3,1,588.7142093681032,3,0.0,8.11868146331748,1.0,542.916993128309,21.50600034749066,455.82707263898186
(37040) 2000 UP22,lcdb,0,0.4,1.30248967391823,0.7374261231942504,0.0247605410920842,89.20052143143542,245.0,1.1385070214746713,1.0,0.8347072642916302,11,3,1865.4056334432096,8,1.0,4.754877271485039,9.0,11.579422888440838,1.785715163627098,10.202953581683309
(37076) 2000 UK54,lcdb,1,0.6,19.676617837314,1.5225686049344342,0.0050898903419129,67.94891894620716,1987.0,1.1786152989768568,1.0,1.6955148979692e-58,4,1,577.8266997514875,0,0.0,3.523668190548554,1.0,165.87936294917986,9.951359912056557,154.5426645628832
(37105) 2000 UA101,lcdb,1,0.6,19.828260319571907,2.8748201633376604,0.0119826859679893,433.3301051512713,695.0,4.874861789068035,1.0,4.527818466647236e-54,8,3,1826.3798226576184,12,1.0,9.164395164329942,2.0,152.53259954103487,11.646756185545318,147.27577016606773
(37106) 2000 UC101,lcdb,1,0.2,7.9270881243869695,2.3523417653881773,0.0252805463924918,9.492683335730812,441.0,2.4839604767399357,1.0,0.0568693812052596,8,3,1823.560211411328,12,1.0,11.384941746536503,3.0,39.01408524789365,4.9826209132105435,36.23003480514688
(37142) 2000 VK41,lcdb,0,0.4,1.183830648752343,1.2056861139884956,0.0499109931490743,791.8970277287066,76.0,0.7217143387945287,1.0,0.2379801959602457,6,2,2345.158701227512,0,1.0,20.810676070364835,16.0,7.9097799196515615,1.4369342968516778,7.012420709066983
(37151) 2000 VF55,lcdb,1,0.2,4.4037634546240065,0.9131301215629418,0.0076911400310342,5.5646204264554,765.0,0.9149136581074052,1.0,0.2613120961842665,5,2,1205.9218265366508,1,1.0,10.548046940547824,2.0,13.791950130800693,1.5055770521392215,12.333598675724756
(37152) 2000 VV56,lcdb,1,0.6,23.792251031512208,1.1879800425824454,0.0044289698460567,256.2070681494544,3564.0,1.8231686009281631,1.0,6.756830615878562e-63,5,2,1206.4218711993308,11,0.0218181818181818,12.123532581508336,1.0,185.54688909619017,17.67959445841738,173.4598275988521
(37203) 2000 WS98,lcdb,0,0.6,11.871298396600343,0.7598168715189698,0.0013315985863935,714.5992114996626,6290.0,1.815435450861335,1.0,1.8574678858627937e-19,11,3,1938.759565711487,12,0.0,14.566907116752532,1.0,64.74691145652953,5.867642832723518,59.45472766331287
(37212) 2000 WO126,lcdb,1,0.2,64.1430753312897,3.632677484875512,0.018462070459039,16.995684534576473,1609.0,3.0522262134908096,1.0,6.3854964308834264e-186,9,3,1841.179200643615,0,0.1435674331883157,19.04044259813713,1.0,422.3130677969302,20.42565178368076,396.2435817439735
(37230) 2000 WA147,lcdb,1,0.2,10.68656190840969,10.054045833397026,0.0833595580926704,95.05547074381052,39.0,,1.0,0.4189093389596357,2,1,229.19554010918364,1,1.0,1.197431658686277,11.0,7.266699464424627,1.264167341918778,5.150947233450326
(37260) 2000 XR4,lcdb,1,0.6,48.5625292234172,2.9371131268827244,0.0023710131977831,157.564512344245,1213.0,1.4376310544526834,1.0,1.4085158817487518e-126,3,1,521.0332466269028,22,0.0,6.745524412819284,1.0,314.33801781967753,22.634160652762333,304.39790509475125
(37265) 2000 XT17,lcdb,1,0.2,86.05138903868864,3.63098788700958,0.0145229465978861,168.27250116748863,1944.0,2.4218830724333427,1.0,5.2570987394509174e-250,11,3,1285.1020475170808,13,0.6361778231987736,11.229244724101257,2.0,623.1826096435855,48.23765857166498,578.798468585169
(37268) 2000 XB24,lcdb,1,0.2,1.6792739670804049,1.5686102351395932,0.0691038959379993,13.221376620094528,160.0,,1.0,0.0057808631568436,2,1,227.85456006461752,0,1.0,0.9384195382746618,5.0,17.954870348268642,2.5032320052413968,17.135850276042756
(37274) 2000 XO42,lcdb,1,0.6,940.8079034470322,16.63658810183445,0.0010211049121038,62.95249036442318,2422.0,3.914411322659534,1.0,0.0,7,1,569.3590553667163,60,0.0,11.79930163061798,1.0,3299.2048515433908,29.911428763269473,2886.7201221551004
(37285) 2000 YJ78,lcdb,0,0.4,2.2815871628509186,1.213113523462554,0.0287769021024014,186.98248625893268,175.0,0.8331684544798579,1.0,0.2872231531189619,11,3,1843.549711633532,1,1.0,4.570129611171904,12.0,11.525386510852966,1.735676611708196,10.431036885142918
(37292) 2001 AN34,lcdb,0,0.4,3.617402095283941,1.1721143704788113,0.0129531674268744,3.120903464328535,518.0,1.4716102497786832,1.0,0.034932015876125,3,1,321.24983983277343,0,0.1776061776061776,1.5714830550174748,1.0,14.03276982704941,1.825135209728488,12.397259354979491
(37295) 2001 BB46,lcdb,1,1.0,409.7185679301171,7.8948554468193,0.0019168409969144,1579.9491221912006,1608.0,2.169260994704405,1.0,0.0,6,2,9131.2878869361,10,0.0253399258343634,16.239744917251745,1.0,2652.59789618599,39.477400346989846,2431.0769350297
(37325) 2001 QG78,lcdb,1,0.2,9.887973335670605,0.9448393602975472,0.0018506401523984,65.03371308338231,1686.0,1.160981439726517,1.0,1.555993244043529e-25,3,1,347.16779339604545,3,0.0,3.130047885763537,1.0,81.48561454744814,7.636272408082797,86.13018793371685
(37346) 2001 SU154,lcdb,1,0.2,13.875428167662673,1.4103733649445955,0.0056826271308755,348.0653301877427,1126.0,5.691404765176952,1.0,3.7192930458185006e-27,6,2,1136.9027366110822,2,0.9237588652482268,15.681826144141594,2.0,101.33701273191618,13.14226380805962,96.10568190845537
(37378) 2001 VU76,lcdb,1,0.6,15.650125173536136,1.0049706141749242,0.0058717653240488,202.44910335597575,3947.0,2.206494357816901,1.0,6.254169191588915e-35,13,2,1206.3491341285408,4,0.2384206529992407,16.559928562859902,1.0,93.03455185282252,10.92563572573611,87.64583253809148
(37393) 2001 XF24,lcdb,1,0.2,2.95286053157452,2.0051051047296977,0.0920254346615706,41.68726291560188,113.0,0.9380392691643376,1.0,4.776279322236303e-05,4,1,418.3333176780143,0,1.0,0.231934652861625,11.0,22.270010172994212,2.843727316183765,19.96417583843173
(37451) 4280 P-L,lcdb,1,0.2,2.5364808446500064,1.3513858231511937,0.0906110220856966,247.23336539718517,43.0,1.6728896557774646,1.0,0.5478717797090861,9,3,1848.33851944824,3,1.0,9.00341953345699,83.0,9.74152798689098,1.7904384171931391,8.84840316674938
(37471) Popocatepetl,lcdb,1,0.2,43.612357394010346,4.75459438737945,0.0077725835548243,1.4793804516771072,545.0,,1.0,1.7525968070908423e-68,2,1,95.16632776649205,1,0.0,0.2149748686207599,1.0,311.95975000214213,1.9618813963781891,283.1371880397078
(37506) 3107 T-2,lcdb,1,0.2,3.7130173587548057,1.845347627793793,0.036223149413325,276.84480487200034,306.0,13.68001603144668,1.0,0.0019661762228257,7,3,1396.3597455847191,8,1.0,4.423027565147043,6.0,20.97715896652248,3.071263030137167,19.15406105072044
(37519) Amphios,lcdb,0,0.4,3.757082017951471,1.070281236500506,0.0045919913320797,7.163439520598639,812.0,1.495523194480147,1.0,0.0152842000155698,3,1,520.0060604987084,28,1.0,0.940914655552798,2.0,28.743965382535013,2.3180617025591395,26.640367755675072
(37534) 1980 FL4,lcdb,1,0.2,14.770645131447669,1.2818350701929493,0.0068871367984548,235.0096318062039,1305.0,1.17534336586715,1.0,1.511577650059194e-40,8,2,1197.215778849553,6,0.3501144164759725,16.54570233929144,1.0,110.94460708147268,12.057777555975532,104.3785431158677
(37541) 1981 EW7,lcdb,0,0.4,2.225400228798266,1.3430451127284138,0.0463473609909743,135.7420399953439,117.0,1.178488561903084,1.0,0.9956453421000684,4,1,559.4822522382019,4,1.0,7.839251798529166,8.0,9.286869587425889,1.419034663961279,8.16183667820611
(37546) 1981 ET20,lcdb,1,0.2,1.9150467237084656,1.633134179390472,0.0232496393510566,33.56343493518559,225.0,4.991709929131328,1.0,0.3530886466705927,7,2,710.2912202054285,2,1.0,8.720789874055919,6.0,13.45304526598184,1.5755791090804478,11.822140624678308
(37556) Svyaztie,lcdb,1,0.2,8.317768532515986,1.8756660914049263,0.0193109129769333,184.9044188147369,491.0,2.751855991716823,1.0,1.0344098612670031e-14,6,2,1198.5229357447824,5,0.997983870967742,7.1579088502136905,5.0,56.11779322681225,6.87558365771026,51.73525691398633
(37633) 1993 TG39,lcdb,0,0.4,6.972371514449748,2.3560433314678,0.0070685769884927,5.952576900907058,573.0,5.849639276267536,1.0,9.585812083036256e-09,3,1,381.2469792673364,2,0.2852173913043478,6.301735197952122,1.0,50.69460155979009,1.533733020243372,45.319093140996856
(37636) 1993 UQ4,lcdb,1,0.2,1.2048913644181636,0.833867913744808,0.0174211427188527,31.298363131390115,315.0,2.4995264752464035,1.0,0.948756789176662,11,3,1855.4055404135725,6,1.0,8.978071767272583,8.0,11.243896204358055,1.6992790596961378,9.848330887305105
(37727) 1996 TE39,lcdb,0,0.4,2.7505289123511445,2.9570394003323046,0.1120602315742039,79.26192285913092,31.0,,1.0,0.8845153576560166,1,1,129.34310320933582,0,1.0,1.8150936123676755,7.0,6.271581778185992,1.3045349827477264,5.5535711243185615
(37734) Bonacina,lcdb,0,0.4,1.217366825566883,0.7899877160764037,0.0157354203872281,25.22185438061915,367.0,1.4807805733059272,1.0,0.5406391418343268,5,2,722.1878286485444,10,1.0,12.648493035664313,4.0,15.475293800550205,1.7077095401984943,13.891546106007974
(37744) 1996 XU14,lcdb,1,0.2,62.07504874353033,5.313533873674617,0.0047708770540983,2.0848733336455214,429.0,,1.0,4.565052812276119e-102,2,1,72.83775688859168,1,0.0,1.533193939998192,1.0,388.6322248584829,1.580179098680406,313.8089552273168
(37764) Omirika,lcdb,1,0.6,230.26305675785585,4.708461453698674,0.0072778840530892,1364.8564559737551,3469.0,5.616336549023779,1.0,0.0,11,3,10468.237641696003,48,0.3153255615581462,15.793625458838749,1.0,2066.2383013322774,73.5308191890186,1854.081783409046
(37766) 1997 GM11,lcdb,1,0.2,2.676882936409352,2.0093124876236845,0.0272212953124684,77.53338953044299,267.0,2.3752225526037316,1.0,7.41049306266256e-05,3,1,572.1022738760803,4,1.0,6.960778453431624,3.0,29.608590540385087,2.9496938187223645,27.94959948015622
(37781) 1997 HB13,lcdb,1,0.2,12.8042191851341,2.1282620994293437,0.0109289824471934,214.70126077467597,722.0,7.837486121736476,1.0,3.796170354457648e-40,7,2,1214.613428845012,9,0.9986320109439124,12.627896453960364,2.0,128.60748389396986,15.50242720942734,121.83884784307472
(37801) 1997 WO47,lcdb,1,0.2,3.202471173484742,2.547421309839641,0.059129457773253,47.35119817568149,304.0,5.21726019317057,1.0,0.0004917683221786,8,3,1437.3440038259723,4,1.0,7.693601667653823,6.0,23.193069837953132,2.8412017749010623,21.377035788588397
