Number,Name,Period,U,U_clean,Albedo,period_updated,period_source,tess_period_hr,harmonic_n,harmonic_offset,designation,aov_F,n_points,reliability_score,is_reliable,n_phase_coverings,theta_ours,theta_lcdb,theta_lcdb_harm,null_p5,ours_det,lcdb_det,lcdb_harm_det,vetted
3528,Counselman,10.765,2,2.0,0.2,10.764051188749496,TESS_precision_LCDB_harmonic,10.764051188749496,1.0,8.813852768274621e-05,(3528) Counselman,238.5966821565783,1212.0,0.9837411634975318,True,17.0,,,,,,,,False
3530,Hammel,4.53,2,2.0,0.179,4.53,LCDB_native,,,,,,,,,,,,,,,,,False
3531,Cruikshank,148.263,2,2.0,0.1,148.263,LCDB_native_rescale_below_cut,149.53762748577518,1.0,0.0085970706499609,(3531) Cruikshank,20.159817215413906,2152.0,0.0599455073963894,False,0.0,,,,,,,,False
3533,Toyota,2.9807,3,3.0,0.206,2.9807,LCDB_native,,,,,,,,,,,,,,,,,False
3534,Sax,6.221,3,3.0,0.057,6.221,LCDB_native,,,,,,,,,,,,,,,,,False
3536,Schleicher,5.79,3,3.0,0.2,5.79,LCDB_native,,,,,,,,,,,,,,,,,False
3537,Jurgen,13.384,3,3.0,0.25,13.374113879943824,TESS_precision_LCDB_harmonic,13.374113879943824,1.0,0.0007386521261338,(3537) Jurgen,121.96595537418376,1162.0,0.9026936345941642,True,13.0,,,,,,,,False
3539,Weimar,7.29,2+,2.0,0.19,7.291211181069398,TESS_precision_LCDB_harmonic,7.291211181069398,1.0,0.0001661428078736,(3539) Weimar,880.5471008738683,2668.0,0.9804112674259852,True,50.0,,,,,,,,False
3540,Protesilaos,8.945,2,2.0,0.057,8.94571465512242,TESS_precision_LCDB_harmonic,8.94571465512242,1.0,7.989436807376293e-05,(3540) Protesilaos,75.610419815753,3113.0,0.9717899059850328,True,6.0,,,,,,,,False
3541,Graham,3.5277,3,3.0,0.2,3.527842845064318,TESS_precision_LCDB_harmonic,3.527842845064318,1.0,4.049240704073753e-05,(3541) Graham,103.42951494302538,2338.0,0.9865505561718564,True,62.0,,,,,,,,False
3543,Ningbo,6.4,2,2.0,0.07,6.7868954625196,TESS_precision_LCDB_harmonic,6.7868954625196,1.0,0.0604524160186874,(3543) Ningbo,38.60350326029518,2656.0,0.881801793026104,True,32.0,,,,,,,,False
3544,Borodino,5.442,3,3.0,0.2,5.442,LCDB_native,,,,,,,,,,,,,,,,,False
3546,Atanasoff,3.754,2,2.0,0.1,3.754,LCDB_native,,,,,,,,,,,,,,,,,False
3548,Eurybates,8.711,3-,3.0,0.041,8.703883373034927,TESS_precision_LCDB_harmonic,8.703883373034927,1.0,0.0008169701486711,(3548) Eurybates,162.0105808162083,1845.0,0.7679411573668599,True,6.0,,,,,,,,False
3549,Hapke,7.07,3-,3.0,0.057,7.072535818394355,TESS_precision_LCDB_harmonic,7.072535818394355,1.0,0.0003586730402198,(3549) Hapke,28.03141382682843,554.0,0.8955416492614413,True,9.0,,,,,,,,False
3550,Link,12.371,2,2.0,0.057,9.83357790986925,TESS_replaces_wrong_LCDB_VETTED,9.83357790986925,,0.2051105076494018,(3550) Link,962.6574441517092,5224.0,0.9906955254082428,True,69.0,0.2942148111717135,1.0040198581980488,0.9959593610414208,0.9529257072206186,True,False,False,True
3551,Verenia,4.93,2,2.0,0.2,4.93,LCDB_native,,,,,,,,,,,,,,,,,False
3552,Don Quixote,6.665,3,3.0,0.2,6.665,LCDB_native,,,,,,,,,,,,,,,,,False
3553,Mera,3.1944,2,2.0,0.2,3.1944,LCDB_native,,,,,,,,,,,,,,,,,False
3554,Amun,2.53001,3,3.0,0.2,2.53001,LCDB_native,,,,,,,,,,,,,,,,,False
3555,Miyasaka,54.208,2,2.0,0.057,54.208,LCDB_native,,,,,,,,,,,,,,,,,False
3557,Sokolsky,6.725,3,3.0,0.057,6.724229589765635,TESS_precision_LCDB_harmonic,6.724229589765635,1.0,0.0001145591426564,(3557) Sokolsky,36.918508168753235,3638.0,0.8851927645488605,True,32.0,,,,,,,,False
3558,Shishkin,6.875,3,3.0,0.2,6.875,LCDB_native,,,,,,,,,,,,,,,,,False
3559,Violaumayer,3.79,1+,1.0,0.2,3.79,LCDB_native,,,,,,,,,,,,,,,,,False
3560,Chenqian,12.454,2,2.0,0.08,12.454,LCDB_native,,,,,,,,,,,,,,,,,False
3561,Devine,9.61,2+,2.0,0.0542,9.61,LCDB_native,,,,,,,,,,,,,,,,,False
3562,Ignatius,2.832,3,3.0,0.2,2.832,LCDB_native,,,,,,,,,,,,,,,,,False
3563,Canterbury,15.553,2,2.0,0.05,15.553,LCDB_native_rescale_below_cut,15.547296695300124,1.0,0.0003667012601991,(3563) Canterbury,180.32266309253396,1970.0,0.9311539756590614,True,0.0,,,,,,,,False
3564,Talthybius,40.59,3-,3.0,0.0577,40.59,LCDB_native_rescale_below_cut,40.49209814248606,1.0,0.0024119698820879,(3564) Talthybius,121.49061563773184,1270.0,0.8290259895293397,True,2.0,,,,,,,,False
3565,Ojima,15.451,2,2.0,0.057,15.454606860021006,TESS_precision_LCDB_harmonic,15.454606860021006,1.0,0.000233438613747,(3565) Ojima,235.88356721770845,4759.0,0.802840129430819,True,21.0,,,,,,,,False
3566,Levitan,5.6143,3,3.0,0.2,5.6143,LCDB_native,,,,,,,,,,,,,,,,,False
3567,Alvema,8.17,3-,3.0,0.057,8.17,LCDB_native,,,,,,,,,,,,,,,,,False
3569,Kumon,7.49,2,2.0,0.19,7.49,LCDB_native,,,,,,,,,,,,,,,,,False
3570,Wuyeesun,15.432,3-,3.0,0.13,15.44776551488055,TESS_precision_LCDB_harmonic,15.44776551488055,1.0,0.0010216119025756,(3570) Wuyeesun,1638.201014463568,4390.0,0.9560133906948236,True,37.0,,,,,,,,False
3571,Milanstefanik,421.1,2+,2.0,0.0428,421.1,LCDB_native,,,,,,,,,,,,,,,,,False
3572,Leogoldberg,10.10068,2,2.0,0.057,10.09863407040966,TESS_precision_LCDB_harmonic,10.09863407040966,1.0,0.0002025536488968,(3572) Leogoldberg,890.1172706824234,5275.0,0.9659296959998884,True,53.0,,,,,,,,False
3573,Holmberg,6.5431,3,3.0,0.3,6.5431,LCDB_native,,,,,,,,,,,,,,,,,False
3575,Anyuta,6.321,3,3.0,0.0921,6.321,LCDB_native,,,,,,,,,,,,,,,,,False
3576,Galina,3.3423,2,2.0,0.1518,3.3423,LCDB_native,,,,,,,,,,,,,,,,,False
3577,Putilin,18.239,3-,3.0,0.057,18.239,LCDB_native,,,,,,,,,,,,,,,,,False
3578,Carestia,9.974,3,3.0,0.02,9.97273698207868,TESS_precision_LCDB_harmonic,9.97273698207868,1.0,0.0001266310328172,(3578) Carestia,156.33572189136638,4856.0,0.7973697254902871,True,26.0,,,,,,,,False
3580,Avery,24.226,2,2.0,0.057,24.226,LCDB_native,,,,,,,,,,,,,,,,,False
3581,Alvarez,33.42,2,2.0,0.2,33.42,LCDB_native_below_cut,182.85593202833505,,1.7357260925843063,(3581) Alvarez,4.388216958207738,2496.0,0.0260848843518318,False,1.0,0.9640383029034902,0.9888570824589368,0.9871859268987616,0.971998117964453,True,False,False,False
3585,Goshirakawa,2.97,2,2.0,0.057,2.97,LCDB_native,,,,,,,,,,,,,,,,,False
3586,Vasnetsov,4.0536,3,3.0,0.2,4.05490577853039,TESS_precision_LCDB_harmonic,4.05490577853039,1.0,0.0003221281158451,(3586) Vasnetsov,275.3374554349044,3875.0,0.9598332117857552,True,89.0,,,,,,,,False
3589,Loyola,4.166,2,2.0,0.3,4.166,LCDB_native,,,,,,,,,,,,,,,,,False
3590,Holst,12.7635,2,2.0,0.3,12.7635,LCDB_native,,,,,,,,,,,,,,,,,False
3591,Vladimirskij,4.9,2,2.0,0.07,4.9,LCDB_native,,,,,,,,,,,,,,,,,False
3592,Nedbal,2.55004,3,3.0,0.2,2.55004,LCDB_native,,,,,,,,,,,,,,,,,False
3596,Meriones,12.96,2,2.0,0.057,12.96,LCDB_native,,,,,,,,,,,,,,,,,False
3597,Kakkuri,27.0,2,2.0,0.07,27.0,LCDB_native_rescale_below_cut,26.821066270538267,1.0,0.0066271751652493,(3597) Kakkuri,10.625445334025695,396.0,0.3374741972558975,False,3.0,,,,,,,,False
3599,Basov,2.16,2,2.0,0.07,2.16,LCDB_native,,,,,,,,,,,,,,,,,False
3600,Archimedes,5.439,3,3.0,0.055,5.439,LCDB_native,,,,,,,,,,,,,,,,,False
3601,Velikhov,12.124,2-,2.0,0.07,12.124145218829874,TESS_precision_LCDB_harmonic,12.124145218829874,1.0,1.1977798570761422e-05,(3601) Velikhov,245.9620646806225,1961.0,0.9366420882218842,True,8.0,,,,,,,,False
3602,Lazzaro,4.939,2,2.0,0.2,4.939,LCDB_native,,,,,,,,,,,,,,,,,False
3603,Gajdusek,4.77,2,2.0,0.2,4.77,LCDB_native,,,,,,,,,,,,,,,,,False
3604,Berkhuijsen,17.2028,2,2.0,0.07,17.2028,LCDB_native,,,,,,,,,,,,,,,,,False
3605,Davy,2.72,3,3.0,0.3,2.72,LCDB_native,,,,,,,,,,,,,,,,,False
3606,Pohjola,5.847,3,3.0,0.1,5.847,LCDB_native,,,,,,,,,,,,,,,,,False
3608,Kataev,5.022,2,2.0,0.057,5.022,LCDB_native,,,,,,,,,,,,,,,,,False
3609,Liloketai,15.624,3,3.0,0.057,15.624,LCDB_native,,,,,,,,,,,,,,,,,False
3610,Decampos,7.8349,3,3.0,0.2,7.834745763470352,TESS_precision_LCDB_harmonic,7.834745763470352,1.0,1.968583257583312e-05,(3610) Decampos,743.3124475936697,1646.0,0.994487316171904,True,30.0,,,,,,,,False
3611,Dabu,31.9351,2,2.0,0.05,31.9351,LCDB_native,,,,,,,,,,,,,,,,,False
3613,Kunlun,312.0,2,2.0,0.35,312.0,LCDB_native,,,,,,,,,,,,,,,,,False
3614,Tumilty,26.8,2-,2.0,0.027,26.8,LCDB_native,,,,,,,,,,,,,,,,,False
3615,Safronov,22.71,2,2.0,0.07,22.71,LCDB_native_rescale_below_cut,22.804865856634585,1.0,0.0041772724189601,(3615) Safronov,169.79019543824046,1602.0,0.8977788475141891,True,3.0,,,,,,,,False
3617,Eicher,10.305,2,2.0,0.1,176.4068365748084,TESS_replaces_wrong_LCDB_VETTED,176.4068365748084,,7.559283676603998,(3617) Eicher,490.7016931833407,2141.0,0.7410894739431357,True,1.0,0.1953237627639776,1.011806554644938,1.007496964373982,0.3393553413302602,True,False,False,True
3618,Kuprin,9.24,2+,2.0,0.057,9.24,LCDB_native,,,,,,,,,,,,,,,,,False
3621,Curtis,39.001,2,2.0,0.07,39.001,LCDB_native_below_cut,204.1071151922849,,1.616690792444872,(3621) Curtis,7.598822281867893,222.0,0.003299979065953,False,1.0,0.7657252758207602,0.9772025677400732,0.901079349379307,0.7896161504244492,True,False,False,False
3623,Chaplin,8.361,3,3.0,0.15,8.347988707654924,TESS_precision_LCDB_harmonic,8.347988707654924,1.0,0.0015561885354714,(3623) Chaplin,405.7111513407056,2005.0,0.9931245821903384,True,16.0,,,,,,,,False
3624,Mironov,27.703,2-,2.0,0.2,27.703,LCDB_native,,,,,,,,,,,,,,,,,False
3625,Fracastoro,2.712,3,3.0,0.057,2.712,LCDB_native,,,,,,,,,,,,,,,,,False
3627,Sayers,19.3,2,2.0,0.07,19.3,LCDB_native,,,,,,,,,,,,,,,,,False
3628,Boznemcova,3.33541,3,3.0,0.2,3.33541,LCDB_native,,,,,,,,,,,,,,,,,False
3629,Lebedinskij,9.342,2+,2.0,0.35,9.342,LCDB_native,,,,,,,,,,,,,,,,,False
3631,Sigyn,41.0,1,1.0,0.049,41.0,LCDB_native,,,,,,,,,,,,,,,,,False
3632,Grachevka,3.9536,3,3.0,0.057,3.9536,LCDB_native,,,,,,,,,,,,,,,,,False
3633,Mira,19.17,2,2.0,0.2,19.17492984708436,TESS_precision_LCDB_harmonic,19.17492984708436,1.0,0.0002571646888032,(3633) Mira,339.7465102127864,3656.0,0.9295706195425972,True,18.0,,,,,,,,False
3634,Iwan,4.72,2+,2.0,0.2,4.72,LCDB_native,,,,,,,,,,,,,,,,,False
3635,Kreutz,280.0,2+,2.0,0.3,280.0,LCDB_native,,,,,,,,,,,,,,,,,False
3637,O'Meara,5.751,3-,3.0,0.2096,5.770265483056811,TESS_precision_LCDB_harmonic,5.770265483056811,1.0,0.0033499361948896,(3637) O'Meara,590.4865851583754,4406.0,0.9648513949369008,True,84.0,,,,,,,,False
3638,Davis,8.9,2,2.0,0.13,9.132180432845104,TESS_precision_LCDB_harmonic,9.132180432845104,1.0,0.0260876890837193,(3638) Davis,345.308862313701,3634.0,0.9088292580045558,True,45.0,,,,,,,,False
3639,Weidenschilling,8.515,2,2.0,0.2,8.515,LCDB_native,,,,,,,,,,,,,,,,,False
3640,Gostin,3.2641,3,3.0,0.3,3.2641,LCDB_native,,,,,,,,,,,,,,,,,False
3641,Williams Bay,9.03523,2,2.0,0.057,9.03523,LCDB_native,,,,,,,,,,,,,,,,,False
3642,Frieden,14.491,3,3.0,0.0445,14.491,LCDB_native,,,,,,,,,,,,,,,,,False
3644,Kojitaku,4.1457,3,3.0,0.3,4.1457,LCDB_native,,,,,,,,,,,,,,,,,False
3645,Fabini,4.633,2,2.0,0.057,4.633,LCDB_native,,,,,,,,,,,,,,,,,False
3647,Dermott,21.779,3,3.0,0.0387,21.779,LCDB_native,,,,,,,,,,,,,,,,,False
3649,Guillermina,3.882648,2,2.0,0.057,3.882648,LCDB_native,,,,,,,,,,,,,,,,,False
3651,Friedman,2.81,2,2.0,0.2,2.81,LCDB_native,,,,,,,,,,,,,,,,,False
3653,Klimishin,6.7863,3,3.0,0.2,6.783742161033536,TESS_precision_LCDB_harmonic,6.783742161033536,1.0,0.0003769121563242,(3653) Klimishin,157.22162088784216,4084.0,0.9862142102121332,True,51.0,,,,,,,,False
3655,Eupraksia,75.668,2,2.0,0.057,75.668,LCDB_native_rescale_below_cut,42.6726064650817,2.0,0.127890428320603,(3655) Eupraksia,2.4340371765393924,728.0,0.0056929610853664,False,0.0,,,,,,,,False
3656,Hemingway,5.627,3-,3.0,0.2,5.630609796255445,TESS_precision_LCDB_harmonic,2.8153048981277227,2.0,0.0006415134628479,(3656) Hemingway,1381.4516738426328,1430.0,0.8155557900770132,True,62.0,,,,,,,,False
3657,Ermolova,2.60655,3,3.0,0.35,2.6064955606540137,TESS_precision_LCDB_harmonic,2.6064955606540137,1.0,2.0885594362751725e-05,(3657) Ermolova,55.752336457554385,4949.0,0.960041191950967,True,178.0,,,,,,,,False
3660,Lazarev,6.9974,3,3.0,0.057,6.998410201956148,TESS_precision_LCDB_harmonic,6.998410201956148,1.0,0.0001443681876336,(3660) Lazarev,264.7782130207426,2127.0,0.9715400989901536,True,26.0,,,,,,,,False
3661,Dolmatovskij,9.901,2-,2.0,0.15,9.901,LCDB_native,,,,,,,,,,,,,,,,,False
3662,Dezhnev,9.07,3,3.0,0.19,9.07,LCDB_native,,,,,,,,,,,,,,,,,False
3663,Tisserand,5.161,2-,2.0,0.07,5.161,LCDB_native_rescale_below_cut,5.160431682231735,1.0,0.0001101177617253,(3663) Tisserand,20.033129983677657,819.0,0.9876922997101842,True,3.0,,,,,,,,False
3665,Fitzgerald,2.4141,3,3.0,0.2,2.4141,LCDB_native,,,,,,,,,,,,,,,,,False
3666,Holman,35.531,2-,2.0,0.07,157.57592047750276,TESS_replaces_wrong_LCDB,157.57592047750276,,1.2174428031508089,(3666) Holman,46.67286747970352,4391.0,0.1841285507879939,False,4.0,0.8672328292924273,0.9940650874872898,0.995135518718247,0.9652193089841604,True,False,False,False
3668,Ilfpetrov,15.268,2,2.0,0.2,11.578444897406992,TESS_replaces_wrong_LCDB_VETTED,11.578444897406992,,0.2416528099681038,(3668) Ilfpetrov,941.6371168413206,3381.0,0.9778236246705928,True,30.0,0.1791620799422801,0.997237976964912,0.9899283160125072,0.7923522146697111,True,False,False,True
3669,Vertinskij,2.7353,3,3.0,0.3,2.7353,LCDB_native,,,,,,,,,,,,,,,,,False
3670,Northcott,6.992,3,3.0,0.07,6.992,LCDB_native,,,,,,,,,,,,,,,,,False
3671,Dionysus,2.7053,3,3.0,0.2,2.7053,LCDB_native_TESS_disagrees,12.90273536612556,,1.384714332259927,(3671) Dionysus,1.7809981800445496,303.0,0.0596361878285662,False,1.0,0.9563015509775962,1.0100264197426376,0.9905691101088332,0.930103136700378,False,False,False,False
3672,Stevedberg,2.7784,3-,3.0,0.3,2.7784,LCDB_native,,,,,,,,,,,,,,,,,False
3673,Levy,2.6879,3,3.0,0.2341,2.687281454008037,TESS_precision_LCDB_harmonic,2.687281454008037,1.0,0.0002301223973968,(3673) Levy,63.36930645296546,2243.0,0.9151691821466224,True,76.0,,,,,,,,False
3674,Erbisbuhl,11.28,3,3.0,0.2,11.28,LCDB_native,,,,,,,,,,,,,,,,,False
3675,Kemstach,14.1,2,2.0,0.057,12.198298434841188,TESS_replaces_wrong_LCDB_VETTED,12.198298434841188,,0.1348724514297029,(3675) Kemstach,417.1261471364381,1020.0,0.979760188554779,True,12.0,0.1043673012792942,1.0252119376918098,0.9647985705972044,0.4902528997486442,True,False,False,True
3676,Hahn,7.685,2,2.0,0.2,7.685,LCDB_native,,,,,,,,,,,,,,,,,False
3677,Magnusson,9.4664,3,3.0,0.3,9.4664,LCDB_native,,,,,,,,,,,,,,,,,False
3678,Mongmanwai,4.184,3,3.0,0.2,4.183058867923892,TESS_precision_LCDB_harmonic,4.183058867923892,1.0,0.000224935964653,(3678) Mongmanwai,333.2161035446936,1235.0,0.9523223141895832,True,18.0,,,,,,,,False
3679,Condruses,172.0,2+,2.0,0.2,172.0,LCDB_native,,,,,,,,,,,,,,,,,False
3680,Sasha,5.8146,3,3.0,0.3,5.815226849698844,TESS_precision_LCDB_harmonic,5.815226849698844,1.0,0.000107806160156,(3680) Sasha,832.7275618694529,3539.0,0.9669407053832854,True,60.0,,,,,,,,False
3682,Welther,3.5973,3,3.0,0.0912,3.597367820513683,TESS_precision_LCDB_harmonic,3.597367820513683,1.0,1.8853171457111628e-05,(3682) Welther,314.3191534415227,1472.0,0.9791504988271028,True,61.0,,,,,,,,False
3683,Baumann,7.888,3-,3.0,0.057,7.888,LCDB_native,,,,,,,,,,,,,,,,,False
3684,Berry,11.9,2,2.0,0.032,11.9,LCDB_native,,,,,,,,,,,,,,,,,False
3685,Derdenye,159.866,3,3.0,0.0817,159.866,LCDB_native,,,,,,,,,,,,,,,,,False
3686,Antoku,6.734,3-,3.0,0.0621,6.734,LCDB_native,,,,,,,,,,,,,,,,,False
3687,Dzus,58.12,3-,3.0,0.0509,58.20172916830924,TESS_precision_LCDB_harmonic,58.20172916830924,1.0,0.0014062141828845,(3687) Dzus,431.52660746371635,5105.0,0.8898087812271674,True,10.0,,,,,,,,False
3689,Yeates,9.85464,2,2.0,0.057,9.85464,LCDB_native,,,,,,,,,,,,,,,,,False
3690,Larson,6.6571,3,3.0,0.3,6.6571,LCDB_native,,,,,,,,,,,,,,,,,False
3691,Bede,226.8,2,2.0,0.2,226.8,LCDB_native_TESS_disagrees,173.67816530242936,,0.2342232570439623,(3691) Bede,106.40549325848596,640.0,0.0737677941272834,False,0.0,0.2846904064320989,0.2999448479577765,0.3638713091081038,0.3971763794908086,True,True,True,False
3692,Rickman,7.793,2,2.0,0.057,7.793068480409405,TESS_precision_LCDB_harmonic,7.793068480409405,1.0,8.787425818557182e-06,(3692) Rickman,236.30708036017924,2673.0,0.9668886001350542,True,46.0,,,,,,,,False
3693,Barringer,6.626,3,3.0,0.0517,6.6251129461539335,TESS_precision_LCDB_harmonic,6.6251129461539335,1.0,0.0001338747126572,(3693) Barringer,1858.4947259184685,3950.0,0.9684883083529556,True,63.0,,,,,,,,False
3694,Sharon,11.478,3,3.0,0.0423,11.478,LCDB_native,,,,,,,,,,,,,,,,,False
3695,Fiala,4.0,1,1.0,0.2,4.0,LCDB_native,,,,,,,,,,,,,,,,,False
3698,Manning,3.0624,3,3.0,0.2,3.0624,LCDB_native,,,,,,,,,,,,,,,,,False
3700,Geowilliams,14.387,3,3.0,0.2,14.387,LCDB_native,,,,,,,,,,,,,,,,,False
3703,Volkonskaya,3.235,3,3.0,0.35,3.2346650803915407,TESS_precision_LCDB_harmonic,3.2346650803915407,1.0,0.0001035300180708,(3703) Volkonskaya,141.21394073463316,3705.0,0.8925657367921712,True,130.0,,,,,,,,False
3704,Gaoshiqi,9.699,3,3.0,0.2,9.699,LCDB_native,,,,,,,,,,,,,,,,,False
3706,Sinnott,4.038,3,3.0,0.2,4.038,LCDB_native,,,,,,,,,,,,,,,,,False
3708,1974 FV1,6.553,3,3.0,0.0494,6.553,LCDB_native,,,,,,,,,,,,,,,,,False
3709,Polypoites,10.039,3,3.0,0.0413,10.039,LCDB_native_rescale_below_cut,20.078024843032075,0.5,1.237326032299535e-06,(3709) Polypoites,157.48283415285206,2527.0,0.3588035906088677,False,0.0,,,,,,,,False
3712,Kraft,9.341,3,3.0,0.057,9.341,LCDB_native,,,,,,,,,,,,,,,,,False
3713,Pieters,6.9,2,2.0,0.13,6.9,LCDB_native,,,,,,,,,,,,,,,,,False
3714,Kenrussell,5.2518,3,3.0,0.19,5.251652633278814,TESS_precision_LCDB_harmonic,2.625826316639407,2.0,2.806023100387911e-05,(3714) Kenrussell,669.3250346082825,1007.0,0.6712142294889035,True,48.0,,,,,,,,False
3720,Hokkaido,4.79,2+,2.0,0.35,4.79,LCDB_native,,,,,,,,,,,,,,,,,False
3721,Widorn,84.96,2,2.0,0.13,84.96,LCDB_native_rescale_below_cut,84.36120338748442,1.0,0.0070479827273489,(3721) Widorn,159.52815433936533,1070.0,0.7113679694580846,True,0.0,,,,,,,,False
3722,Urata,5.567,3,3.0,0.2,5.566181529414775,TESS_precision_LCDB_harmonic,5.566181529414775,1.0,0.0001470218403493,(3722) Urata,55.910538903308144,4391.0,0.854090119007312,True,87.0,,,,,,,,False
3723,Voznesenskij,7.964,2,2.0,0.2,9.555859488253878,TESS_replaces_wrong_LCDB_VETTED,9.555859488253878,,0.1998819046024458,(3723) Voznesenskij,193.91081273866453,3451.0,0.8631322727643441,True,47.0,0.5303073879509337,1.0027927762682902,0.9949082241615382,0.9659003174726628,True,False,False,True
3724,Annenskij,3.974,3,3.0,0.1999,3.9710382653972585,TESS_precision_LCDB_harmonic,3.9710382653972585,1.0,0.0007452779574086,(3724) Annenskij,145.3518046042196,2349.0,0.9671195865775684,True,55.0,,,,,,,,False
3725,Valsecchi,3.57,2,2.0,0.07,3.57,LCDB_native_TESS_disagrees,154.28312696604107,,20.608281087680822,(3725) Valsecchi,4.377685562057206,944.0,0.0063087086783312,False,1.0,0.7753555730055557,1.026166696474308,1.0064746782881624,0.7160794026292876,False,False,False,False
3726,Johnadams,3.509,2,2.0,0.15,3.509,LCDB_native,,,,,,,,,,,,,,,,,False
3727,Maxhell,51.469,2,2.0,0.057,51.469,LCDB_native,,,,,,,,,,,,,,,,,False
3728,IRAS,8.323,3,3.0,0.0681,8.323,LCDB_native,,,,,,,,,,,,,,,,,False
3729,Yangzhou,29.158,2,2.0,0.19,29.18285156107216,TESS_precision_LCDB_harmonic,29.18285156107216,1.0,0.0008523067793455,(3729) Yangzhou,455.6750402842175,2097.0,0.9924969088117692,True,9.0,,,,,,,,False
3730,Hurban,4.649,3,3.0,0.0458,4.64919280543936,TESS_precision_LCDB_harmonic,4.64919280543936,1.0,4.1472454153534954e-05,(3730) Hurban,173.8016891698334,1092.0,0.9727386682091116,True,34.0,,,,,,,,False
3731,Hancock,6.712,1,1.0,0.0329,6.712,LCDB_native,,,,,,,,,,,,,,,,,False
3733,Yoshitomo,260.438,2,2.0,0.2,262.9015660505578,TESS_precision_LCDB_harmonic,131.4507830252789,2.0,0.0094593187267517,(3733) Yoshitomo,165.6598886086867,7594.0,0.092670992422952,False,4.0,,,,,,,,False
3735,Trebon,8.471,2,2.0,0.057,8.471,LCDB_native,,,,,,,,,,,,,,,,,False
3737,Beckman,3.124,3,3.0,0.2,3.124,LCDB_native_rescale_below_cut,3.128686096247301,1.0,0.0015000308089951,(3737) Beckman,12.894287857826988,4324.0,0.7552122172007367,True,175.0,,,,,,,,False
3738,Ots,4.17025,3,3.0,0.2,4.170425988961787,TESS_precision_LCDB_harmonic,4.170425988961787,1.0,4.220105791907791e-05,(3738) Ots,368.82027707210426,3479.0,0.9889149538838796,True,59.0,,,,,,,,False
3739,Rem,68.906,2-,2.0,0.3,68.906,LCDB_native_rescale_below_cut,156.71510013490487,0.5,0.1371658501067023,(3739) Rem,45.59922989575574,1671.0,0.7106893010835383,True,2.0,,,,,,,,False
3743,Pauljaniczek,4.558,3,3.0,0.2,4.556816163354724,TESS_precision_LCDB_harmonic,4.556816163354724,1.0,0.0002597272148476,(3743) Pauljaniczek,93.89070791513846,4230.0,0.9703775299996756,True,83.0,,,,,,,,False
3744,Horn-d'Arturo,6.118,3,3.0,0.0431,6.118,LCDB_native,,,,,,,,,,,,,,,,,False
3746,Heyuan,16.301,2,2.0,0.057,16.301,LCDB_native_rescale_below_cut,16.258105247959744,1.0,0.0026314184430559,(3746) Heyuan,36.72078769568397,217.0,0.8038685622100575,True,0.0,,,,,,,,False
3747,Belinskij,14.6,2,2.0,0.0897,16.96849557409816,TESS_replaces_wrong_LCDB,16.96849557409816,,0.1622257242532987,(3747) Belinskij,134.57428901061363,3219.0,0.5881327779193172,True,14.0,0.61036857072629,1.0062769283918584,0.9943942969121244,0.8973937955224992,True,False,False,False
3748,Tatum,58.21,2+,2.0,0.2,58.21,LCDB_native,,,,,,,,,,,,,,,,,False
3749,Balam,2.80483,3,3.0,0.3,2.80483,LCDB_native_TESS_disagrees,16.677264148640703,,1.972954537109326,(3749) Balam,131.62034596280992,5382.0,0.1606893020340155,False,28.0,0.7297151614750875,0.8920499015596787,0.8982857040795027,0.9362827390527436,True,True,True,False
3750,Ilizarov,5.58134,2,2.0,0.13,5.58134,LCDB_native,,,,,,,,,,,,,,,,,False
3751,Kiang,8.2421,3-,3.0,0.0726,8.229536283896847,TESS_precision_LCDB_harmonic,8.229536283896847,1.0,0.0015243343447851,(3751) Kiang,452.7480549130275,1765.0,0.9316512199827516,True,33.0,,,,,,,,False
3752,Camillo,37.846,3,3.0,0.2,37.846,LCDB_native,,,,,,,,,,,,,,,,,False
3753,Cruithne,27.3099,3-,3.0,0.2,27.3099,LCDB_native,,,,,,,,,,,,,,,,,False
3754,Kathleen,11.18,3-,3.0,0.0366,11.18,LCDB_native,,,,,,,,,,,,,,,,,False
3755,Lecointe,27.92,3,3.0,0.2,27.89400226709646,TESS_precision_LCDB_harmonic,27.89400226709646,1.0,0.0009311508919606,(3755) Lecointe,1005.3949525712294,5833.0,0.9575133030336584,True,26.0,,,,,,,,False
3757,Anagolay,9.012,2,2.0,0.2,9.012,LCDB_native,,,,,,,,,,,,,,,,,False
3758,Karttunen,12.50101,2,2.0,0.19,12.504519810835468,TESS_precision_LCDB_harmonic,12.504519810835468,1.0,0.000280762181253,(3758) Karttunen,336.19270495056446,2516.0,0.9607783776569426,True,29.0,,,,,,,,False
3759,Piironen,8.213,2-,2.0,0.0281,8.213,LCDB_native_TESS_disagrees,121.49983429935844,,6.396799847763208,(3759) Piironen,118.81500961321008,188.0,0.1191819928369196,False,0.0,,,,,,,,False
3760,Poutanen,2.956,3,3.0,0.2,2.956,LCDB_native,,,,,,,,,,,,,,,,,False
3761,Romanskaya,9.587,2+,2.0,0.057,15.271500071742643,TESS_replaces_wrong_LCDB_VETTED,15.271500071742643,,0.203530819247802,(3761) Romanskaya,912.6096047831352,3154.0,0.8771196266792675,True,30.0,0.1962738532897526,1.0092947979792264,1.0071040330530467,0.8243879065522302,True,False,False,True
