designation,n_points,n_points_before_rejection,n_outliers_rejected,n_visits,n_sectors,magnitude_H,period_hr,period_hr_naive,ls_power,naive_power,power_ratio,pk_over_med,pk_prom,pk_snr,max_phase_gap,fap,baseline_hr,n_cycles_observed,aov_F,amp_snr,loo_worst_chi2,n_phase_coverings,reliability_score,is_reliable,double_peaked,diameter_km_real,albedo_real,spec_type,published_rot_per_hr,min_snr,median_n_stack,frac_points_stacked,phase_angle_range_deg,wrote_clean_lc,period_quality,cell,has,believed
(16608) 1993 FA23,1580,1588,8,4,1,13.79,9.499549569094176,4.749774784547088,0.0100867294353359,0.0149043507895645,1.0,14.481627820575936,1.58265638234658,12.277115929522283,0.0151954298301272,0.1024724466815669,546.8309524271172,57.56388220828663,1.8191962284860843,0.5891220674973823,1.4877797711865983,18.0,0.028666435330756,False,True,7.084,0.14,,,5.0,1.0,0.0,4.260002176001624,False,0.0588235294117647,n1500_a1.5,False,False
(75777) 2000 AF198,1556,1558,2,4,1,14.19,8.716523407396298,4.358261703698149,0.0020472645833668,0.0153321034165271,1.0,13.379612992111564,2.012079522153124,11.435323493188896,0.0019520975523883,0.0773969943841693,545.6706149640377,62.60186423649314,2.8137224864415527,0.4298922809833549,2.9766710548368325,29.0,0.111976620729335,False,True,5.066,0.188,,,5.0,1.0,0.021181001283697,4.429305429210325,False,0.1162790697674418,n1500_a1.5,False,False
(125395) 2001 VS96,1778,1779,1,5,1,15.24,14.467501974202111,7.233750987101057,0.0078021057266368,0.0208410186079366,1.0,21.151138249639093,3.338019364719762,19.19642361910462,0.0022442013246021,0.0001438268155271,545.8372866603895,37.728509568113786,2.7854011675884753,0.5506430123946618,1.1718834974887935,17.0,0.2647864827975087,False,True,3.385,0.128,,,5.0,1.0,0.0056211354693648,6.9103189448213715,False,0.25,n1500_a1.5,True,False
(74289) 1998 SX135,1553,1553,0,6,1,14.77,4.705212767759986,2.352606383879993,0.0036768614617725,0.0149460486476924,1.0,14.013141281942138,1.769342017271013,12.60202389474942,0.0031133800273862,0.0961169844287623,546.6805772301159,116.18615442344267,2.064211554283812,0.4438212213763056,1.1265415278364996,38.0,0.0496413231207847,False,True,,,,,5.0,1.0,0.0,7.257593240137529,False,0.0909090909090909,n1500_a1.5,False,False
(71405) 2000 AG173,2173,2176,3,9,2,14.9,6.158949877288429,3.0794749386442146,0.0102606415188077,0.0107955897271102,1.0,12.891620389882704,2.0017271102622427,11.604468036725969,0.0023056631133319,0.1059444093857752,1202.4652630380588,195.23868305410895,2.6476882224048053,0.4229776732937673,1.4095522046406628,28.0,0.1292653036036887,False,True,3.318,0.193,,,5.0,1.0,0.1783088235294117,14.775590599283296,False,0.1162790697674418,n1500_a1.5,False,False
(105088) 2000 KO81,2402,2409,7,9,2,15.67,2.61814993162673,1.309074965813365,0.0008436573700234,0.0129602474473745,1.0,19.242754842751836,2.504831806785151,18.16532593835455,0.0023758988818385,0.0029056896238106,1152.9612438994227,440.3725050165694,2.1192471071064407,0.4625066405039928,1.8547913745512628,61.0,0.6328652991095115,True,True,,,,,5.0,1.0,0.1805728518057285,18.62325052391203,True,0.6363636363636364,n1500_a1.5,True,False
(44740) 1999 TJ37,2504,2525,21,6,1,14.25,5.18341091470736,2.59170545735368,0.0052756096780411,0.0118052933095751,1.0,16.387214099969746,1.7046981681484294,14.77258743152306,0.0015180448086914,0.0070254078825985,608.4995056028129,117.39364592459036,2.7895973855474043,0.4704334469425696,1.4104443418393524,62.0,0.0732850667109782,False,True,,,,,5.0,1.0,0.0,4.797348290243506,False,0.0909090909090909,n1500_a1.5,True,False
(133979) 2004 TC243,1682,1685,3,6,1,15.03,19.54261435807504,9.77130717903752,0.0018578025768843,0.0142617374441535,1.0,16.26340745413748,2.032129032169303,14.683172966477487,0.0019933535784393,0.0850697434420909,588.8390695882263,30.131028469326417,2.5815595571129166,0.5992079245015124,1.7333317041713572,15.0,0.0107549751317401,False,True,,,,,5.0,1.0,0.3655786350148368,4.725801663316028,False,0.05,n1500_a1.5,False,False
(55568) 2002 CU15,2633,2646,13,10,3,11.5,23.70780900554051,11.853904502770256,0.0022146641502823,0.0119247970136015,1.0,18.94347452156475,2.5788398004797854,17.36460206757621,0.0028234149347114,0.0053990239838012,9469.500364706037,399.4253691892412,2.7130637179781782,0.3885269417983359,1.1011614008545798,0.0,0.4632994954840309,True,True,27.608,0.064,,,5.0,1.0,0.0472411186696901,6.649620790429051,True,0.5151515151515151,n1500_a1.5,True,False
(306497) 1999 UC17,2202,2203,1,13,2,14.92,3.9909596662042217,1.9954798331021109,0.0034725380528967,0.0123401479097241,1.0,15.223077217585642,2.2666311012196028,13.670011248094992,0.0037158238162305,0.0209297727919968,1166.4674638043507,292.2774373497418,2.7807263367945185,0.4506463403916577,2.4730479510879713,25.0,0.5724521310580476,True,True,6.195,0.061,,,5.0,2.0,0.548797094870631,16.41304296181998,True,0.5689655172413793,n1500_a1.5,True,False
(93746) 2000 VU57,1634,1634,0,8,2,15.25,2.588496702077512,1.294248351038756,0.0041106480207359,0.0234123344053615,1.0,21.894915337293384,3.4110825056212093,19.80651541469027,0.0024899507967293,4.573968451509771e-05,1202.9079110997263,464.71293941934704,2.676178638911273,0.4868477795964017,1.340597384597395,27.0,0.5864751579992167,True,True,2.696,0.243,,,5.0,1.0,0.1413708690330477,17.86379368769905,True,0.5689655172413793,n1500_a1.5,True,True
(124439) 2001 QG249,1644,1651,7,8,2,17.08,21.248746201338232,10.624373100669116,0.0021998463558242,0.0140471297192775,1.0,12.627400693802532,2.0122417419548224,11.211381573802424,0.0037837386655047,0.0836120261795287,1204.2151521435007,56.672292131178075,2.2404180509582337,0.616749591955171,1.483323958853423,8.0,0.0670519022976803,False,True,,,,,5.0,1.0,0.306480920654149,22.945524282944923,False,0.0909090909090909,n1500_a1.5,False,False
(166356) 2002 KD14,1807,1810,3,7,1,15.82,8.30151458670198,4.15075729335099,0.0102229415940405,0.012339982390114,1.0,12.54863864002663,1.59431748984106,11.013139989556707,0.0027640374340487,0.1999579945074746,589.0057531919447,70.95160130603884,1.500406367721516,0.3954688546303114,1.186928748549838,25.0,0.0206176724573365,False,True,3.025,0.111,,,5.0,1.0,0.0,5.04007346560395,False,0.05,n1500_a1.5,False,False
(109196) 2001 QA76,1544,1555,11,10,2,15.2,27.83207610119208,13.91603805059604,0.0076001254094961,0.0158641042666475,1.0,16.988568966050344,2.123034050912652,15.42025616850077,0.0047498784758139,0.046323074099596,1217.9160748090362,43.759440380262234,2.4863891758325845,0.477274272669186,1.405295343950573,13.0,0.0711334230972843,False,True,2.576,0.292,,6.3632,5.0,2.0,0.5337620578778135,13.27622091770698,False,0.0909090909090909,n1500_a1.5,False,False
(85987) 1999 JT5,4195,4196,1,15,3,15.61,2.670486264760261,1.3352431323801306,0.0014007174935088,0.0090363414411241,1.0,21.98528993068521,3.05514783696109,20.14392073051006,0.0012908248280836,0.0001683449361648,1828.1987366111716,684.5939485763636,2.9526873512729703,0.3698552277577149,1.1103201051515288,97.0,0.3197587779838728,False,True,,,,,5.0,1.0,0.1720686367969494,20.640380266936617,False,0.375,n1500_a1.5,True,False
(15720) 1990 EN1,1789,1815,26,6,2,13.75,68.58936300822668,34.29468150411334,0.0226160744138108,0.0221498632508165,1.0,31.375296851013303,3.7774713033245817,29.2710495083219,0.0034757491584535,2.225513258170716e-05,1181.901654614776,17.231558987842142,4.462410331491049,0.6356867983423145,1.7361109586385095,4.0,0.0774885447494133,False,True,10.919,0.057,,1.15,5.0,1.0,0.4787878787878787,12.679278465542769,False,0.1162790697674418,n1500_a3.0,True,False
(61470) 2000 QK35,2083,2085,2,6,3,14.98,2.2411600356715113,1.1205800178357557,0.0023904399966035,0.0348308847717916,1.0,46.79785456948209,5.071945243324071,43.79350269252344,0.002214966429304,2.453997096429868e-12,1834.116253702494,818.3780830059928,5.167083569238346,0.5830774262328843,1.5514686029794946,49.0,0.9219546888247032,True,True,,,,,5.0,1.0,0.3400479616306954,16.884308804619472,True,0.8862275449101796,n1500_a3.0,True,True
(79980) 1999 DX3,2317,2325,8,12,2,15.67,186.0013863763816,186.0013863763816,0.0023561707169854,0.0112694258799464,1.0,15.666710331997717,2.2116913238518507,14.287825292249252,0.0026328667779789,0.029783134631542,2655.8728646576637,14.278779940292456,5.029427085003585,0.4454124116841794,1.87460722598741,3.0,0.0043700996296226,False,False,,,,,5.0,1.0,0.101505376344086,24.338524681893,False,0.0,n1500_a3.0,False,True
(30427) 2000 LX8,2803,2804,1,8,2,14.26,2.656502997349521,1.3282514986747604,0.0020200377145978,0.0133975635632949,1.0,16.771524483803965,2.359193016459824,15.00014326898058,0.0026195173670532,0.0001387382530321,1224.8220006465565,461.06554438997466,3.7787502166431497,0.6142021362117431,1.3189693840074357,64.0,0.6333365332880189,True,True,,,,,5.0,1.0,0.0342368045649072,16.65849403132967,True,0.6363636363636364,n1500_a3.0,True,True
(105374) 2000 QG128,1803,1815,12,5,2,15.0,90.97083659229236,45.48541829614618,0.0055992496989605,0.0119354868373465,1.0,14.827930268091244,1.680460841807652,12.807775918629792,0.0057656663123923,0.1928463475063675,1175.4915432821726,12.921630572118625,3.061574421153475,0.4729617522882933,1.0975601474507748,2.0,0.0030296461339858,False,True,4.272,0.14,,,5.0,1.0,0.1746556473829201,16.91473647523577,False,0.0,n1500_a3.0,False,False
(67947) 2000 WR153,2904,2910,6,19,4,15.18,24.11097164672344,12.05548582336172,0.0037548592177464,0.0184697511389357,1.0,34.58959032192846,4.046023651546271,32.23316213446828,0.0022302263780732,4.8832474446892143e-08,3253.510640459368,134.93900984705874,5.8322571298014765,0.6825779451070513,2.390907855716195,11.0,0.0668461071862213,False,True,2.5,0.235,,,5.0,1.0,0.2426116838487972,21.95547707015281,False,0.0909090909090909,n1500_a3.0,True,True
(20391) Ivantsov,3823,3862,39,10,3,12.89,32.39762035886162,16.19881017943081,0.0013169624187514,0.0210163912067299,1.0,50.58797039912509,2.2003005982305384,43.97558523813096,0.0013225617680754,9.752114487496777e-14,1833.894516577944,56.605840066778995,5.696521663201456,0.5903209069833855,2.6433947474912647,17.0,0.1175798087631913,False,True,10.259,0.127,,,5.0,1.0,0.3081305023303987,11.139506040396746,False,0.1162790697674418,n1500_a3.0,True,False
(62754) 2000 US7,2764,2769,5,9,2,14.6,6.6093109301224295,3.3046554650612148,0.0006627349888558,0.0164020347861746,1.0,25.690732576957668,3.343953385746027,23.615921093558683,0.0014702654625312,2.8096533765979932e-06,1227.572303635825,185.73378021013843,3.0243537769808464,0.538158626256769,1.8351666525644488,37.0,0.2619650394004662,False,True,4.904,0.128,,,5.0,1.0,0.0046948356807511,18.54220637711948,False,0.25,n1500_a3.0,True,True
(21108) 1992 QT,2225,2249,24,11,1,14.27,14.53507631431178,7.26753815715589,0.0018955429970249,0.0288905986770052,1.0,39.97095733616404,4.780619853669654,36.99452951920184,0.0018153983755257,1.5615852700046326e-10,605.5145602537086,41.658849748005544,4.129615798662735,0.7926869390523423,3.917438810591527,21.0,0.2626680372728462,False,True,6.666,0.1,,,5.0,1.0,0.0,7.594342798591878,False,0.25,n1500_a3.0,True,True
(6951) 1985 DW1,2908,2917,9,10,3,13.13,40.59048239017197,20.295241195085985,0.0010528904587759,0.0162946232430999,1.0,29.145379253659108,2.8777846914181655,26.043114491467207,0.0019117490114189,1.239034714334534e-06,1874.2046671577264,46.173500702507575,3.791871810172657,0.4171304164340291,1.4305181545399042,10.0,0.0944372919332762,False,True,,,,,5.0,1.0,0.1522111758656153,5.247606581192226,False,0.1162790697674418,n1500_a3.0,True,False
(79501) 1998 FN135,1518,1521,3,4,1,14.42,69.76496767608606,34.88248383804303,0.0069481235295514,0.0154451854140095,1.0,15.118852148636842,1.7712912963941363,13.16115920313926,0.003927182116719,0.0974434241737575,573.167161724763,8.215687340183955,3.133809249544742,0.4920022615163393,1.290177354176559,4.0,0.0068634856291551,False,True,8.069,0.062,,,5.0,1.0,0.2393162393162393,2.770746101949014,False,0.04,n1500_a3.0,False,False
(99095) 2001 FF39,1529,1532,3,7,2,15.12,165.1728524154155,165.1728524154155,0.0120055924995545,0.0182478134087638,1.0,17.209712916092563,2.3491679125380873,16.261098621629788,0.0035396237287811,0.008272356318472,1217.8273843147326,7.37304809177633,5.022779352943535,0.6881115391345902,1.2310155623296106,2.0,0.0147978598014925,False,False,3.095,0.222,,,5.0,1.0,0.4295039164490861,17.391136668294113,False,0.05,n1500_a3.0,True,False
(66998) 1999 XY113,1728,1730,2,4,1,13.92,2.48589111890223,1.242945559451115,0.0016318854161422,0.0299214284086837,1.0,28.27756979250497,3.971678329934234,26.074379811016716,0.0020802097539173,8.866528164563635e-08,546.6704896410811,219.90926532715193,5.27106725900631,0.7745786559155746,1.6847061049555607,71.0,0.7162706809297558,True,True,4.118,0.262,,2.486,5.0,1.0,0.0167630057803468,5.489246905725481,True,0.6363636363636364,n1500_a3.0,True,True
(13064) Haemhouts,1989,2058,69,11,3,15.1,153.87371215603707,153.87371215603707,0.008250473366458,0.0300356751348641,1.0,65.26205568127216,2.2204618732658803,58.517016609294615,0.003958269989995,7.303722086127631e-10,1833.2158775712596,11.913769102497962,5.368432185736909,0.8366400674993982,1.9846053102240184,3.0,0.056118745030637,False,False,,,,,5.0,1.0,0.3318756073858114,15.301469612935875,False,0.0909090909090909,n1500_a3.0,True,False
(47373) 1999 XT91,1633,1633,0,4,1,14.23,22.050522321114823,11.025261160557411,0.0087555580162089,0.0241604046705785,1.0,22.939882016500057,2.198592860450886,19.64243943974452,0.0028835627957746,3.7166871847481765e-05,430.0075252071256,19.501013125451685,4.930987471065349,0.780968532315251,1.3864680951937491,9.0,0.3112422515550398,False,True,4.031,0.273,,2.111,5.0,1.0,0.0,2.511152459730857,False,0.25,n1500_a3.0,True,False
(581255) 2015 FE291,2355,2361,6,6,1,16.21,17.160532264415,8.5802661322075,0.0027219359316607,0.0220857878927906,1.0,29.16737102838268,3.4975269437872836,27.63663273544935,0.0044454308826181,1.1030091753050546e-07,567.6910978153464,33.081205703190285,4.816566182438942,0.6159472552773025,1.3492984473338656,16.0,0.3127250703148831,False,True,,,,,5.0,1.0,0.0,13.224207167838845,False,0.3249156972119444,n1500_a3.0,True,False
(52143) 6635 P-L,1768,1774,6,4,1,15.88,56.874323695823875,28.437161847911938,0.0005991193351581,0.0141739630801216,1.0,14.37354668189064,1.8543328734417923,12.684444962297832,0.0022040034091574,0.0600518685402809,546.8256176352734,9.61463068220054,3.3704968059902276,0.5268709848458559,1.4352132830552504,3.0,0.0108843905531803,False,True,,,,,5.0,1.0,0.0,9.01555545054238,False,0.05,n1500_a3.0,False,False
(275567) 1999 TB25,1706,1722,16,10,2,16.29,20.041963542599888,10.020981771299944,0.0030144619798502,0.0940580428860836,1.0,101.81047390607492,10.367701006899145,98.31323834732164,0.0021114805483303,4.189194688692444e-33,1216.299760294729,60.68765456585337,14.017458803081109,1.1805721771755295,4.347455959089054,10.0,0.6008743166972604,True,True,,,,,5.0,1.0,0.3426248548199768,21.344504395263755,True,0.5689655172413793,n1500_a6.0,True,True
(106051) 2000 SJ312,1554,1554,0,4,1,14.26,12.712537537373592,6.356268768686796,0.0150207692118246,0.0551823825920061,1.0,49.940814622653456,3.904234048935132,45.12962783392781,0.0042909915657672,2.1759392111123757e-15,554.1731525016949,43.59264630468001,8.461651616131011,1.149859800974844,1.2996386594639373,14.0,0.7526473978505263,True,True,8.109,0.062,,,5.0,1.0,0.0,2.839071085535976,True,0.7142857142857143,n1500_a6.0,True,False
(152670) 1998 GN3,2145,2161,16,8,1,15.23,152.69214100078267,152.69214100078267,0.0099463434786908,0.0605188103011682,1.0,80.04854979268434,6.257577580273491,73.1353646320407,0.0032746251997624,2.380425257272308e-25,584.1675600431627,3.8257866856432927,12.282258576061032,0.9583976500183936,2.9193186276759016,1.0,0.0368609448344156,False,False,,,,,5.0,1.0,0.0037019898195279,3.6373413714626857,False,0.0909090909090909,n1500_a6.0,True,False
(155388) 1994 AR10,2018,2025,7,6,2,15.63,11.40322904868782,5.70161452434391,0.008680651836946,0.0395692350662079,1.0,42.505890701029585,5.589285396456266,41.53962532908968,0.0022929546922478,3.0148060259832025e-14,1214.132535847777,106.47269564294936,6.211173513515029,0.7797997207660111,1.8964507623650833,20.0,0.4860734451844274,True,True,1.887,0.413,,,5.0,1.0,0.0291358024691358,19.88271744479936,True,0.5689655172413793,n1500_a6.0,True,True
(27789) Astrakhan,1572,1572,0,5,1,12.75,3.7384614469286466,1.8692307234643233,0.0049334564090718,0.1411423230700208,1.0,122.06509675513932,5.886372982176087,119.23790238467504,0.0041643803063725,5.565244945332286e-48,629.0062448268291,168.2527033530311,12.913204256988644,1.2377935775890263,1.4511359341350427,52.0,0.9274119391677054,True,True,9.355,0.199,,2.609,5.0,1.0,0.0,5.417263242243058,True,0.8862275449101796,n1500_a6.0,True,True
(65429) 2002 TV177,2658,2683,25,6,1,14.45,3.3431172402029734,1.6715586201014867,0.0020946552509375,0.0515381955591853,1.0,62.60777279934415,5.877310170223776,59.956027654682465,0.0012636806531361,8.137105932299258e-27,619.4994836461265,185.30594027522477,13.905998453030683,1.4861522916950856,1.6218082713260271,104.0,0.8078848867756305,True,True,4.53,0.078,,,5.0,1.0,0.0,3.7333789913208095,True,0.8253968253968254,n1500_a6.0,True,True
(6549) Skryabin,1950,1956,6,5,1,13.74,3.97353679729224,1.98676839864612,0.00068642114063,0.0720462625190193,1.0,79.11272088140228,10.382192590507511,73.92836468961721,0.0027575297758303,8.744695842329081e-28,574.5561594165629,144.5956558922754,9.898826587659798,1.1468145302474195,1.3592825820429355,34.0,0.9338677315652176,True,True,,,,,5.0,1.0,0.1242331288343558,0.996347450941812,True,0.9381761978361668,n1500_a6.0,True,True
(146688) 2001 VG48,2633,2650,17,6,2,15.66,2.6214488602212436,1.3107244301106218,0.0044210414574139,0.055801955851767,1.0,86.89308904723228,8.228700445250977,81.49677988226736,0.0021229934630789,4.3372232973370237e-29,1220.3829244680237,465.5375670250636,10.896456565122628,0.9372968613173662,1.4700938624151243,92.0,0.9237244708436544,True,True,,,,,5.0,1.0,0.0,23.381911521986652,True,0.8862275449101796,n1500_a6.0,True,True
(8008) 1988 TQ4,3329,3359,30,7,4,13.34,35.14809019815901,17.574045099079505,0.0287355754519728,0.0719214355466565,1.0,139.69181986667334,6.1407566198004995,131.30788299477558,0.0013725364974477,2.551663018894338e-50,2170.4764341267874,61.7523291276996,14.195770419142557,1.0940724660712362,1.8070186450869437,10.0,0.0981030693753282,False,True,12.656,0.076,C,12.2,5.0,1.0,0.1050908008335814,13.708807201002216,False,0.1162790697674418,n1500_a6.0,True,True
(13899) 5036 T-2,3164,3214,50,14,3,13.88,21.021138327220488,10.510569163610244,0.0039388317460851,0.0522200126408007,1.0,120.87210817270756,10.68912822736905,113.61198465458487,0.0019726305472794,2.8628178856257177e-33,1876.517547921685,89.268122340062,12.792589291337714,0.8139498408765832,2.162082924588151,7.0,0.1710917605119065,False,True,4.3,0.328,,,5.0,1.0,0.2370877411325451,11.42653601716617,False,0.25,n1500_a6.0,True,True
(18590) 1997 YO10,3978,4022,44,13,3,13.7,37.843864236644976,18.921932118322488,0.0038387442016434,0.0298020979067651,1.0,87.59915741223675,6.851754510561837,79.98097809030978,0.0017932476040923,2.8596353496517404e-22,1832.3110788156048,48.41765278930847,11.542442259827048,0.8671985456054326,5.200387169195713,20.0,0.1439027828612488,False,True,5.023,0.306,,2.95,5.0,1.0,0.3331675783192441,13.045885842600956,False,0.1162790697674418,n1500_a6.0,True,False
(85800) 1998 VE53,2182,2182,0,5,1,14.61,2.292349530395312,1.146174765197656,0.0019404075053552,0.0306466123123379,1.0,35.539282115369744,2.9339726902523213,32.58266503850447,0.0025802430209974,7.011282976370054e-11,583.167394737422,254.3972404753021,7.4738180203325,0.854476221197213,1.3430483068267236,90.0,0.7639149688567023,True,True,,,,,5.0,1.0,0.0,3.111346904470748,True,0.7142857142857143,n1500_a6.0,True,True
(94284) 2001 DW51,2260,2277,17,15,4,14.02,2.8220510314730287,1.4110255157365144,0.002248769420864,0.0685610247417134,1.0,92.68866150729332,10.79693568817248,88.59767513187778,0.003223368813464,5.2393588647591305e-31,10252.98348357057,3633.167284795275,11.201572175076784,1.0888818997608682,6.19290146413647,50.0,0.5273590054423737,True,True,,,,,5.0,1.0,0.2129995608256477,14.203676042707109,True,0.5689655172413793,n1500_a6.0,True,True
(309523) 2007 XB21,1603,1605,2,6,1,15.89,5.267673183711258,2.633836591855629,0.0139911230527109,0.0914023712758856,1.0,98.00936674195144,10.217220517981696,90.95328481682589,0.0028014499844871,1.6096070659640673e-29,582.8386251798947,110.6444163966271,11.423332379051008,1.1717493028428096,1.5394710410340644,31.0,0.8830679281988684,True,True,,,,,5.0,1.0,0.3258566978193146,8.404455055600458,True,0.8808503868545486,n1500_a6.0,True,True
(48302) 2002 LM36,4139,4164,25,14,3,13.43,12.742111815439769,6.371055907719883,0.0022888014694278,0.0474568759677897,1.0,122.4251515715797,9.287791078556657,113.0619894627484,0.0013611172944637,1.0091260445613975e-39,1882.29334834608,147.72224381717348,14.840861993581568,0.8668409052527802,3.2675772885253296,27.0,0.1544717362397926,False,True,10.949,0.162,,,5.0,1.0,0.2252641690682036,15.492475469177805,False,0.125,n1500_a6.0,True,True
(46115) 2001 FP33,1510,1510,0,4,1,14.22,2.9040790687840228,1.4520395343920114,0.002163933745286,0.0673312145717618,1.0,59.78473163265914,7.71806540555933,55.003440904333175,0.0032866858634952,5.017359239718885e-19,472.8268100795103,162.81471643177034,7.9083023411529245,0.8971003616278173,4.151893999291613,41.0,0.6785947544309564,True,True,6.173,0.14,,,5.0,1.0,0.0,5.092128722791269,True,0.6363636363636364,n1500_a6.0,True,True
(22274) 1981 RN,2207,2217,10,4,1,14.19,7.504959151315722,3.752479575657861,0.0792196337326251,0.0900147764544381,1.0,142.64214835603167,3.27424348036808,132.0135366040983,0.0029369756755583,2.0267435453984067e-41,518.1727975867689,69.04405302404957,10.524346188607776,1.0661641073421315,1.8991024059665664,36.0,0.3750185277699941,False,True,3.917,0.289,,,5.0,1.0,0.0,5.860423814270526,False,0.5151515151515151,n1500_a6.0,True,True
(37202) 2000 WK95,3779,3802,23,11,3,14.52,18.35279970411249,9.176399852056244,0.0022898679861801,0.0599073503400267,1.0,128.97360702461492,10.939928238626557,122.34487472092802,0.0018782124803106,1.4820171956341642e-46,11710.73930492095,638.0900731073096,21.02331742978891,1.1816303023258128,2.8825422480043583,18.0,0.6362784753252771,True,True,4.314,0.217,,,5.0,1.0,0.1804313519200421,21.87581179614118,True,0.6363636363636364,n1500_a15.0,True,True
(71329) 2000 AH86,1575,1585,10,8,3,14.2,58.138392248354656,29.069196124177328,0.0221919548291784,0.2210731000816412,1.0,314.3913949744767,20.130525234123755,294.1095371879651,0.0064562992322972,6.943839333128514e-82,1879.4412203900283,32.327024324330495,35.61974868426384,2.5131079204096967,2.820242735651845,2.0,0.9476226869430702,True,True,8.711,0.064,,,5.0,1.0,0.3186119873817035,14.621037318433842,True,0.9381761978361668,n1500_a15.0,True,True
(12584) Zeljkoandreic,3253,3261,8,7,2,14.78,7.080400709769636,3.540200354884818,0.0016283450879079,0.1603952549342712,1.0,319.1348869654258,27.981666681933817,299.49571966445313,0.0016632542861063,2.71056183229323e-119,1206.4314157316694,170.3902738254656,42.26229957859809,1.6949825058811012,1.224801279980764,44.0,0.9144641189811706,True,True,,,,,5.0,1.0,0.0,17.583961064783338,True,0.8862275449101796,n1500_a15.0,True,True
(92093) 1999 XD29,6282,6309,27,18,4,13.47,39.61026001724901,19.805130008624506,0.0035430241779623,0.0379952047999315,1.0,148.99628753275653,12.934095705743138,138.25911883972051,0.0013113755678854,2.493249033673666e-48,11095.577564061095,280.11877627739193,20.26151825607712,0.6861428130424564,1.6263374789652296,19.0,0.4527267154876207,True,True,,,,,5.0,1.0,0.0592803930892376,14.44741989055156,True,0.5151515151515151,n1500_a15.0,True,True
(51318) 2000 KT77,2094,2094,0,4,1,14.05,10.168199474516966,5.084099737258483,0.0011863376976346,0.1401766121899774,1.0,172.6221946582269,21.047714628713912,170.07350102697447,0.0084374675835421,2.0612430922195823e-64,564.49434222118,55.51566367633597,21.103993682351888,1.2453625138364006,1.1329947282590624,31.0,0.9624303320231092,True,True,6.25,0.141,,,5.0,1.0,0.0,3.661895014942479,True,0.9381761978361668,n1500_a15.0,True,True
(91139) 1998 KL47,1976,1987,11,19,3,14.41,5.8457158891388925,2.9228579445694463,0.0020744725271099,0.3264934358157844,1.0,473.1280557175395,55.66982850498849,459.7456743708892,0.0093105542803091,4.721966050306992e-166,1882.7200277118827,322.06834259767936,55.2464385419016,2.7209842206826473,2.3121354181201417,0.0,0.99629257997151,True,True,3.889,0.304,,5.834,5.0,2.0,0.7322596879718168,5.17346194973258,True,0.9575163398692812,n1500_a15.0,True,True
(63060) 2000 WD118,1968,1968,0,5,1,14.77,3.1546643536463215,1.5773321768231607,0.0043227576653989,0.1668678805037405,1.0,184.9161109837247,20.149059817832196,174.2384451894601,0.0023553047082761,8.584575538087534e-74,420.5013991192099,133.29513126592155,26.322172699991913,1.7042328630984278,2.015432580590811,77.0,0.833634764497417,True,True,3.053,0.396,,,5.0,1.0,0.0,4.7312679909709505,True,0.8333333333333334,n1500_a15.0,True,True
(21550) Laviolette,1817,1818,1,6,1,13.13,2.843179654470709,1.4215898272353544,0.0109953292990604,0.1989955377836403,1.0,210.96396358262209,18.476827698373917,201.08357245413455,0.0030624145637387,2.5256281989060245e-83,546.8472419639002,192.3365064546729,21.90977448714743,1.7515451078645063,1.8986883406354176,79.0,0.9144047596556204,True,True,10.122,0.119,,13.61,5.0,1.0,0.0,6.788814931550432,True,0.8862275449101796,n1500_a15.0,True,True
(17770) Baume,2126,2129,3,9,3,13.42,3.2637044808329767,1.6318522404164884,0.0010504534360991,0.1504107677428446,1.0,170.06986457674645,15.436478692457172,156.28972664392637,0.0035312262641769,4.303199757119544e-71,1723.7073634222616,528.1444363437984,23.170308096476813,1.6989997232755438,1.7738130194029933,17.0,0.9667459310431842,True,True,5.675,0.316,,3.263,5.0,1.0,0.3499295443870361,5.631142675225778,True,0.9381761978361668,n1500_a15.0,True,True
(3781) Dufek,3389,3416,27,9,3,12.53,240.0,240.0,0.0010634411935503,0.0325830904376401,1.0,96.88159157454692,5.246354964898673,87.46666339466557,0.0119034423383709,1.7827954408814078e-20,1883.0598657583469,7.846082773993112,28.64444284158323,0.7983149514082956,3.9168133860811993,0.0,0.0162419411086888,False,False,8.267,0.158,,1465.0,5.0,1.0,0.1460772833723653,10.58057628638238,False,0.05,n1500_a15.0,True,False
(24039) 1999 SS8,3485,3502,17,11,3,14.07,8.58667111320873,4.293335556604365,0.0060345733533227,0.0747159518046702,1.0,152.33148586674233,11.998505422579283,139.50464681721775,0.0015179333896037,9.969920228475883e-55,1833.9886850491748,213.5855281830908,17.044942772763783,1.0213843503365647,2.0876312760544216,44.0,0.826178998593897,True,True,3.934,0.345,,8.586,5.0,1.0,0.3012564249000571,15.430749052220246,True,0.8253968253968254,n1500_a15.0,True,True
(174613) 2003 SH41,2910,2916,6,11,2,16.52,138.67616029976134,69.33808014988067,0.0138965853158086,0.0374882611754346,1.0,63.61399640936155,5.02199377537251,56.95200582059884,0.001201865408454,2.529446158664367e-20,1216.132896273164,8.769588757320511,17.946358574084304,1.0411153976627057,2.7495341437991727,1.0,0.0526215031722301,False,True,3.901,0.035,,,5.0,1.0,0.1258573388203017,21.485515760660753,False,0.0909090909090909,n1500_a15.0,True,True
